gene	length	chrom	start	end	tss	scaling_factor
Gp150	11754	2R	22317662	22329416	22325195	8.50774204526119e-05
Gp210	13462	2R	5760862	5774324	5760909	7.42831674342594e-05
Gp93	3440	3R	27948711	27952151	27948863	0.000290697674418605
Gpb5	764	2L	23311700	23312464	23311938	0.00130890052356021
Gpdh	5325	2L	5943643	5948968	5944111	0.000187793427230047
Gpi1	2132	X	16359143	16361275	16359341	0.000469043151969981
Gpo-1	5003	2R	15857752	15862755	15860701	0.000199880071956826
Gprk1	148765	2R	4322295	4471060	4470881	6.72201122575875e-06
Gprk2	52628	3R	31405245	31457873	31433838	1.9001292087862e-05
Gr10a	3955	X	11413467	11417422	11415568	0.000252844500632111
Gr10b	1407	X	11411783	11413190	11413189	0.000710732054015636
Gr21a	2403	2L	780482	782885	781298	0.000416146483562214
Gr22a	1249	2L	1793668	1794917	1794916	0.000800640512409928
Gr22b	1211	2L	1792057	1793268	1793267	0.000825763831544178
Gr22c	1206	2L	1790617	1791823	1791822	0.000829187396351575
Gr22d	1220	2L	1789141	1790361	1790360	0.000819672131147541
Gr22e	1224	2L	1784062	1785286	1784063	0.000816993464052288
Gr22f	1198	2L	1755253	1756451	1756450	0.000834724540901503
Gr23a	2363	2L	2669823	2672186	2669824	0.000423190859077444
Gr28a	1692	2L	7452520	7454212	7454168	0.000591016548463357
Gr28b	7421	2L	7454826	7462247	7456476	0.000134752728742757
Gr2a	1747	X	1452430	1454177	1452704	0.000572409845449342
Gr32a	1809	2L	11114014	11115823	11114184	0.000552791597567717
Gr33a	2384	2L	12138008	12140392	12138074	0.000419463087248322
Gr36a	1303	2L	17176618	17177921	17176619	0.000767459708365311
Gr36b	1292	2L	17178772	17180064	17178782	0.000773993808049536
Gr36c	1294	2L	17180338	17181632	17180339	0.000772797527047913
Gr39a	6952	2L	21290734	21297686	21290735	0.000143843498273878
Gr39b	1798	2L	21367908	21369706	21369705	0.000556173526140156
Gr43a	2292	2R	7390869	7393161	7393148	0.00043630017452007
Gr47a	1399	2R	10362185	10363584	10362306	0.000714796283059328
Gr47b	1505	2R	11361900	11363405	11361901	0.000664451827242525
Gr57a	1305	2R	20685605	20686910	20686909	0.000766283524904215
Gr58a	1239	2R	21979860	21981099	21979861	0.000807102502017756
Gr58b	1462	2R	21978215	21979677	21979671	0.000683994528043776
Gr58c	1295	2R	21976662	21977957	21976663	0.000772200772200772
Gr59a	1164	2R	23080561	23081725	23080562	0.000859106529209622
Gr59b	1163	2R	23082203	23083366	23082204	0.000859845227858985
Gr59c	1256	2R	23102477	23103733	23103732	0.000796178343949045
Gr59d	1228	2R	23103941	23105169	23105168	0.000814332247557003
Gr59e	1325	2R	23541054	23542379	23542378	0.000754716981132075
Gr59f	1375	2R	23542510	23543885	23542511	0.000727272727272727
Gr5a	1871	X	5680617	5682488	5680728	0.000534473543559594
Gr61a	2250	3L	841451	843701	841719	0.000444444444444444
Gr63a	1604	3L	3894999	3896603	3896602	0.000623441396508728
Gr64a	1831	3L	4026769	4028600	4026770	0.000546149645002731
Gr64b	3427	3L	4028605	4032032	4028685	0.000291800408520572
Gr64c	3427	3L	4028605	4032032	4030440	0.000291800408520572
Gr64d	3641	3L	4032062	4035703	4032099	0.000274649821477616
Gr64e	3562	3L	4032141	4035703	4033768	0.000280741156653565
Gr64f	1776	3L	4035799	4037575	4035800	0.000563063063063063
Gr66a	1644	3L	8305336	8306980	8306979	0.000608272506082725
Gr68a	1169	3L	11751305	11752474	11751306	0.000855431993156544
Gr77a	1861	3L	20737569	20739430	20739429	0.000537345513164965
Gr85a	1245	3R	9995544	9996789	9996788	0.000803212851405623
Gr89a	1142	3R	16497817	16498959	16498958	0.000875656742556918
Gr8a	1690	X	9227137	9228827	9227296	0.000591715976331361
Gr92a	1217	3R	20121060	20122277	20121061	0.000821692686935086
Gr93a	1510	3R	21832503	21834013	21832694	0.000662251655629139
Gr93b	1244	3R	21842521	21843765	21843764	0.000803858520900322
Gr93c	1251	3R	21844014	21845265	21845264	0.000799360511590727
Gr93d	1205	3R	21845454	21846659	21846658	0.000829875518672199
Gr94a	1214	3R	23051689	23052903	23051690	0.000823723228995058
Gr97a	1361	3R	26965124	26966485	26966471	0.000734753857457752
Gr98a	2041	3R	27487927	27489968	27488207	0.000489955903968643
Gr98b	1391	3R	27542497	27543888	27542498	0.000718907260963336
Gr98c	1393	3R	27544443	27545836	27544444	0.000717875089734386
Gr98d	1410	3R	27546052	27547462	27546053	0.000709219858156028
Gr9a	1158	X	10061627	10062785	10061628	0.000863557858376511
Graf	9059	X	15751674	15760733	15758032	0.000110387459984546
Grasp65	2232	3L	19924943	19927175	19925062	0.000448028673835125
Grd	16434	3L	17823333	17839767	17829315	6.08494584398199e-05
Grip	20420	X	5966279	5986699	5966567	4.89715964740451e-05
Grip128	3838	X	15468281	15472119	15472038	0.000260552371026576
Grip163	4864	3L	11993274	11998138	11998049	0.000205592105263158
Grip71	2451	2L	18708846	18711297	18708939	0.000407996736026112
Grip75	2562	2L	10483295	10485857	10483359	0.00039032006245121
Grip84	6333	X	19559431	19565764	19565140	0.000157903047528817
Grip91	8113	X	13736570	13744683	13744397	0.000123258967089856
Grx-1	568	2R	21757345	21757913	21757492	0.00176056338028169
Gs1	2395	2L	132077	134472	132484	0.000417536534446764
Gs1l	1670	2L	4455137	4456807	4456448	0.000598802395209581
Gs2	7365	X	11422832	11430197	11424272	0.000135777325186694
Gsc	11145	2L	583540	594685	587885	8.97263346792284e-05
GstD1	1451	3R	12367817	12369268	12368570	0.000689179875947622
GstD10	959	3R	12364776	12365735	12365544	0.00104275286757039
GstD11	2288	3R	12383336	12385624	12384348	0.000437062937062937
GstD2	733	3R	12371971	12372704	12371999	0.00136425648021828
GstD3	745	3R	12373068	12373813	12373131	0.00134228187919463
GstD4	724	3R	12374100	12374824	12374154	0.00138121546961326
GstD5	839	3R	12375733	12376572	12375765	0.00119189511323004
GstD6	779	3R	12377128	12377907	12377173	0.00128369704749679
GstD7	755	3R	12378500	12379255	12378547	0.00132450331125828
GstD8	807	3R	12380008	12380815	12380037	0.00123915737298637
GstD9	1401	3R	12366163	12367564	12366896	0.000713775874375446
GstE1	830	2R	18398393	18399223	18398433	0.00120481927710843
GstE10	1881	2R	18396638	18398519	18397464	0.000531632110579479
GstE11	1417	2R	18503608	18505025	18503753	0.000705716302046577
GstE12	1454	2R	24766718	24768172	24767568	0.000687757909215956
GstE13	1184	2R	9122125	9123309	9122355	0.000844594594594595
GstE14	1284	2R	13239729	13241013	13239789	0.000778816199376947
GstE2	889	2R	18399486	18400375	18399525	0.00112485939257593
GstE3	754	2R	18400713	18401467	18400758	0.0013262599469496
GstE4	838	2R	18403248	18404086	18403276	0.00119331742243437
GstE5	733	2R	18404605	18405338	18404635	0.00136425648021828
GstE6	750	2R	18406011	18406761	18406043	0.00133333333333333
GstE7	764	2R	18406924	18407688	18406956	0.00130890052356021
GstE8	1121	2R	18407834	18408955	18407861	0.000892060660124889
GstE9	787	2R	18409048	18409835	18409092	0.00127064803049555
GstO1	1124	3L	8523742	8524866	8524801	0.000889679715302491
GstO2	2072	3L	8521429	8523501	8523430	0.000482625482625483
GstO3	1410	3L	8518885	8520295	8518955	0.000709219858156028
GstS1	6255	2R	17093246	17099501	17095034	0.000159872102318145
GstT1	1196	2R	9605988	9607184	9606088	0.000836120401337793
GstT2	1058	2R	9607292	9608350	9607368	0.000945179584120983
GstT3	2341	X	20467455	20469796	20467681	0.000427167876975651
GstT4	4574	X	13404749	13409323	13404968	0.000218627022299956
GstZ1	1029	3R	9455517	9456546	9456444	0.000971817298347911
GstZ2	3837	3R	9456815	9460652	9459135	0.000260620276257493
Gtp-bp	2210	X	11126877	11129087	11128973	0.000452488687782805
Gug	22747	3L	8449922	8472669	8462042	4.39618411219062e-05
Gyc32E	10342	2L	11138759	11149101	11148874	9.66930961129375e-05
Gyc76C	42626	3L	19750943	19793569	19758229	2.34598601792333e-05
Gyc88E	40867	3R	15150375	15191242	15186081	2.44696209655712e-05
Gyc89Da	2876	3R	16472601	16475477	16473371	0.000347705146036161
Gyc89Db	3960	3R	16477110	16481070	16478828	0.000252525252525253
Gycalpha99B	3255	3R	29682503	29685758	29683403	0.000307219662058372
Gycbeta100B	43886	3R	31134392	31178278	31137502	2.2786309984961e-05
Gyf	13468	4	853557	867025	866265	7.42500742500742e-05
H	6977	3R	20621938	20628915	20622636	0.000143328077970474
H15	12313	2L	5404280	5416593	5404881	8.12149760415821e-05
H2.0	6343	2L	6013059	6019402	6019192	0.000157654106889484
HBS1	2359	3L	1862881	1865240	1865044	0.000423908435777872
HDAC1	2733	3L	4626734	4629467	4626941	0.000365898280278083
HDAC11	1747	3R	24854496	24856243	24856189	0.000572409845449342
HDAC3	1790	3R	5472810	5474600	5474322	0.000558659217877095
HDAC4	22945	X	13262687	13285632	13282198	4.35824798431031e-05
HDAC6	7050	X	15333310	15340360	15334652	0.000141843971631206
HEATR2	3430	3R	14358356	14361786	14361136	0.000291545189504373
HERC2	17852	X	20394395	20412247	20394881	5.60161326462021e-05
HGTX	16318	3L	14583222	14599540	14598712	6.12820198553744e-05
HHEX	4064	3R	21076862	21080926	21080682	0.000246062992125984
HIP	2420	X	3799150	3801570	3799248	0.000413223140495868
HIP-R	2508	X	3789969	3792477	3790165	0.000398724082934609
HIPP1	3663	3L	20809669	20813332	20809804	0.000273000273000273
HLH3B	1524	X	2680199	2681723	2681657	0.000656167979002625
HLH4C	2287	X	4645127	4647414	4646366	0.000437254044599913
HLH54F	3112	2R	17757405	17760517	17757576	0.00032133676092545
HP1D3csd	815	X	19190214	19191029	19190277	0.00122699386503067
HP1Lcsd	837	2R	23313017	23313854	23313297	0.001194743130227
HP1b	1683	X	9081063	9082746	9081360	0.0005941770647653
HP1c	985	3R	22745620	22746605	22745718	0.00101522842639594
HP1e	591	3R	9321770	9322361	9321827	0.00169204737732657
HP4	716	3L	7975438	7976154	7976043	0.00139664804469274
HP5	4441	X	11454786	11459227	11455078	0.00022517451024544
HP6	499	2L	4577719	4578218	4578102	0.00200400801603206
HPS1	2073	2R	14855429	14857502	14855513	0.000482392667631452
HPS4	7248	2R	17683574	17690822	17686857	0.000137969094922737
HSPC300	1072	2R	24027717	24028789	24028733	0.000932835820895522
Hakai	1862	2L	19580612	19582474	19582369	0.000537056928034372
Hand	2706	2L	10292679	10295385	10295298	0.000369549150036955
Hasp	8251	2L	19508953	19517204	19516491	0.000121197430614471
Haspin	35231	2R	4014111	4049342	4014166	2.83840935539724e-05
Hayan	3789	X	18479983	18483772	18482635	0.000263921879123779
Hcf	15616	4	359938	375554	360692	6.40368852459016e-05
Hcs	10494	3R	5474899	5485393	5475261	9.52925481227368e-05
Hdc	8089	2R	10237988	10246077	10241098	0.000123624675485227
He	851	2L	13972096	13972947	13972888	0.00117508813160987
Hel25E	2988	2L	5539326	5542314	5541920	0.000334672021419009
Hel89B	10153	3R	15973298	15983451	15977234	9.84930562395351e-05
Hem	3841	3L	22284354	22288195	22287986	0.000260348867482426
Hen1	7042	2R	12145710	12152752	12145761	0.000142005112184039
Herp	3744	2L	7796314	7800058	7799511	0.000267094017094017
Hers	41962	X	19866146	19908108	19868411	2.38310852676231e-05
Hesr	741	X	18204403	18205144	18205119	0.00134952766531714
Hex-A	4138	X	9585675	9589813	9586499	0.000241662638956017
Hex-C	1492	2R	15218837	15220329	15220263	0.000670241286863271
Hex-t1	1506	3R	26449079	26450585	26449155	0.000664010624169987
Hex-t2	1656	3R	26450671	26452327	26450684	0.000603864734299517
Hexim	1739	3R	14659438	14661177	14659562	0.000575043128234618
Hexo1	2570	3L	4288641	4291211	4289096	0.000389105058365759
Hexo2	2826	X	8709652	8712478	8709810	0.000353857041755131
Hey	2840	2R	7995438	7998278	7998091	0.000352112676056338
Hf	958	2L	19966727	19967685	19967653	0.00104384133611691
Hil	11336	2R	20606881	20618217	20614693	8.82145377558222e-05
Him	1314	X	18209427	18210741	18209535	0.00076103500761035
Hip1	5141	3L	12768432	12773573	12772507	0.000194514685858782
Hip14	4228	3L	15988236	15992464	15988626	0.000236518448438978
HipHop	1182	3L	18821171	18822353	18821308	0.000846023688663283
Hipk	38039	3L	543060	581099	569415	2.62888088540708e-05
Hira	3798	X	7722119	7725917	7722224	0.000263296471827277
His-Psi:CR31614	824	2L	21542864	21543688	-	0.00121359223300971
His-Psi:CR31615	314	2L	21404963	21405277	-	0.00318471337579618
His-Psi:CR31616	314	2L	21404181	21404495	-	0.00318471337579618
His-Psi:CR31754	302	2L	21405668	21405970	-	0.0033112582781457
His-Psi:CR33802	332	2L	21418835	21419167	-	0.00301204819277108
His-Psi:CR33805	439	2L	21428850	21429289	-	0.00227790432801822
His-Psi:CR33811	332	2L	21438893	21439225	-	0.00301204819277108
His-Psi:CR33867	1998	2L	21539129	21541127	-	0.0005005005005005
His1:CG31617	1022	2L	21421855	21422877	21422015	0.000978473581213307
His1:CG33801	1022	2L	21416953	21417975	21417113	0.000978473581213307
His1:CG33804	1022	2L	21426916	21427938	21427076	0.000978473581213307
His1:CG33807	1022	2L	21431963	21432985	21432123	0.000978473581213307
His1:CG33810	1022	2L	21437011	21438033	21437171	0.000978473581213307
His1:CG33813	1022	2L	21451052	21452074	21451212	0.000978473581213307
His1:CG33816	1022	2L	21456113	21457135	21456273	0.000978473581213307
His1:CG33819	1022	2L	21461173	21462195	21461333	0.000978473581213307
His1:CG33822	1022	2L	21466216	21467238	21466376	0.000978473581213307
His1:CG33825	1022	2L	21471259	21472281	21471419	0.000978473581213307
His1:CG33828	1022	2L	21476302	21477324	21476462	0.000978473581213307
His1:CG33831	1022	2L	21481345	21482367	21481505	0.000978473581213307
His1:CG33834	1022	2L	21486496	21487518	21486656	0.000978473581213307
His1:CG33837	1022	2L	21491541	21492563	21491701	0.000978473581213307
His1:CG33840	1022	2L	21496586	21497608	21496746	0.000978473581213307
His1:CG33843	1022	2L	21501633	21502655	21501793	0.000978473581213307
His1:CG33846	1022	2L	21506684	21507706	21506844	0.000978473581213307
His1:CG33849	1022	2L	21511728	21512750	21511888	0.000978473581213307
His1:CG33852	1022	2L	21516773	21517795	21516933	0.000978473581213307
His1:CG33855	1022	2L	21521616	21522638	21521776	0.000978473581213307
His1:CG33858	1022	2L	21526459	21527481	21526619	0.000978473581213307
His1:CG33861	1022	2L	21531302	21532324	21531462	0.000978473581213307
His1:CG33864	1022	2L	21536346	21537368	21536506	0.000978473581213307
His2A:CG31618	492	2L	21423737	21424229	21423790	0.00203252032520325
His2A:CG33808	475	2L	21433862	21434337	21433898	0.00210526315789474
His2A:CG33814	492	2L	21452934	21453426	21452987	0.00203252032520325
His2A:CG33817	492	2L	21457995	21458487	21458048	0.00203252032520325
His2A:CG33820	492	2L	21463055	21463547	21463108	0.00203252032520325
His2A:CG33823	492	2L	21468098	21468590	21468151	0.00203252032520325
His2A:CG33826	492	2L	21473141	21473633	21473194	0.00203252032520325
His2A:CG33829	492	2L	21478184	21478676	21478237	0.00203252032520325
His2A:CG33832	492	2L	21483227	21483719	21483280	0.00203252032520325
His2A:CG33835	492	2L	21488378	21488870	21488431	0.00203252032520325
His2A:CG33838	492	2L	21493423	21493915	21493476	0.00203252032520325
His2A:CG33841	492	2L	21498468	21498960	21498521	0.00203252032520325
His2A:CG33844	492	2L	21503521	21504013	21503574	0.00203252032520325
His2A:CG33847	492	2L	21508566	21509058	21508619	0.00203252032520325
His2A:CG33850	492	2L	21513610	21514102	21513663	0.00203252032520325
His2A:CG33853	492	2L	21518655	21519147	21518708	0.00203252032520325
His2A:CG33856	492	2L	21523498	21523990	21523551	0.00203252032520325
His2A:CG33859	492	2L	21528341	21528833	21528394	0.00203252032520325
His2A:CG33862	492	2L	21533184	21533676	21533237	0.00203252032520325
His2A:CG33865	492	2L	21538228	21538720	21538281	0.00203252032520325
His2Av	2291	3R	26866929	26869220	26867094	0.000436490615451768
His2B:CG17949	594	2L	21423014	21423608	21423561	0.00168350168350168
His2B:CG33868	594	2L	21537505	21538099	21538052	0.00168350168350168
His2B:CG33870	594	2L	21532461	21533055	21533008	0.00168350168350168
His2B:CG33872	594	2L	21527618	21528212	21528165	0.00168350168350168
His2B:CG33874	594	2L	21522775	21523369	21523322	0.00168350168350168
His2B:CG33876	594	2L	21517932	21518526	21518479	0.00168350168350168
His2B:CG33878	594	2L	21512887	21513481	21513434	0.00168350168350168
His2B:CG33880	594	2L	21507843	21508437	21508390	0.00168350168350168
His2B:CG33882	594	2L	21502798	21503392	21503345	0.00168350168350168
His2B:CG33884	594	2L	21497745	21498339	21498292	0.00168350168350168
His2B:CG33886	594	2L	21492700	21493294	21493247	0.00168350168350168
His2B:CG33888	594	2L	21487655	21488249	21488202	0.00168350168350168
His2B:CG33890	594	2L	21482504	21483098	21483051	0.00168350168350168
His2B:CG33892	594	2L	21477461	21478055	21478008	0.00168350168350168
His2B:CG33894	594	2L	21472418	21473012	21472965	0.00168350168350168
His2B:CG33896	594	2L	21467375	21467969	21467922	0.00168350168350168
His2B:CG33898	594	2L	21462332	21462926	21462879	0.00168350168350168
His2B:CG33900	594	2L	21457272	21457866	21457819	0.00168350168350168
His2B:CG33902	594	2L	21452211	21452805	21452758	0.00168350168350168
His2B:CG33904	594	2L	21438170	21438764	21438717	0.00168350168350168
His2B:CG33906	594	2L	21433122	21433716	21433669	0.00168350168350168
His2B:CG33908	594	2L	21428075	21428669	21428622	0.00168350168350168
His2B:CG33910	594	2L	21418112	21418706	21418659	0.00168350168350168
His3.3A	1091	2L	5055058	5056149	5055260	0.000916590284142988
His3.3B	4146	X	9152523	9156669	9154660	0.000241196333815726
His3:CG31613	528	2L	21425193	21425721	21425251	0.00189393939393939
His3:CG33803	528	2L	21420129	21420657	21420187	0.00189393939393939
His3:CG33806	528	2L	21430255	21430783	21430313	0.00189393939393939
His3:CG33809	528	2L	21435299	21435827	21435357	0.00189393939393939
His3:CG33812	528	2L	21440187	21440715	21440245	0.00189393939393939
His3:CG33815	528	2L	21454388	21454916	21454446	0.00189393939393939
His3:CG33818	528	2L	21459447	21459975	21459505	0.00189393939393939
His3:CG33821	528	2L	21464507	21465035	21464565	0.00189393939393939
His3:CG33824	528	2L	21469550	21470078	21469608	0.00189393939393939
His3:CG33827	528	2L	21474593	21475121	21474651	0.00189393939393939
His3:CG33830	528	2L	21479636	21480164	21479694	0.00189393939393939
His3:CG33833	528	2L	21484681	21485209	21484739	0.00189393939393939
His3:CG33836	528	2L	21489830	21490358	21489888	0.00189393939393939
His3:CG33839	528	2L	21494875	21495403	21494933	0.00189393939393939
His3:CG33842	528	2L	21499920	21500448	21499978	0.00189393939393939
His3:CG33845	528	2L	21504973	21505501	21505031	0.00189393939393939
His3:CG33848	528	2L	21510018	21510546	21510076	0.00189393939393939
His3:CG33851	528	2L	21515062	21515590	21515120	0.00189393939393939
His3:CG33854	528	2L	21520109	21520637	21520167	0.00189393939393939
His3:CG33857	528	2L	21524952	21525480	21525010	0.00189393939393939
His3:CG33860	528	2L	21529795	21530323	21529853	0.00189393939393939
His3:CG33863	528	2L	21534636	21535164	21534694	0.00189393939393939
His3:CG33866	528	2L	21541153	21541681	21541211	0.00189393939393939
His4:CG31611	412	2L	21424593	21425005	21424948	0.00242718446601942
His4:CG33869	525	2L	21534085	21534610	21534395	0.0019047619047619
His4:CG33871	527	2L	21529242	21529769	21529552	0.00189753320683112
His4:CG33873	527	2L	21524399	21524926	21524709	0.00189753320683112
His4:CG33875	527	2L	21519556	21520083	21519866	0.00189753320683112
His4:CG33877	412	2L	21514466	21514878	21514821	0.00242718446601942
His4:CG33879	412	2L	21509422	21509834	21509777	0.00242718446601942
His4:CG33881	412	2L	21504377	21504789	21504732	0.00242718446601942
His4:CG33883	412	2L	21499324	21499736	21499679	0.00242718446601942
His4:CG33885	412	2L	21494279	21494691	21494634	0.00242718446601942
His4:CG33887	412	2L	21489234	21489646	21489589	0.00242718446601942
His4:CG33889	412	2L	21484085	21484497	21484440	0.00242718446601942
His4:CG33891	412	2L	21479042	21479454	21479397	0.00242718446601942
His4:CG33893	412	2L	21473999	21474411	21474354	0.00242718446601942
His4:CG33895	412	2L	21468956	21469368	21469311	0.00242718446601942
His4:CG33897	412	2L	21463913	21464325	21464268	0.00242718446601942
His4:CG33899	412	2L	21458853	21459265	21459208	0.00242718446601942
His4:CG33901	412	2L	21453790	21454202	21454145	0.00242718446601942
His4:CG33903	412	2L	21439589	21440001	21439944	0.00242718446601942
His4:CG33905	412	2L	21434703	21435115	21435058	0.00242718446601942
His4:CG33907	411	2L	21429655	21430066	21430010	0.0024330900243309
His4:CG33909	412	2L	21419531	21419943	21419886	0.00242718446601942
His4r	859	3R	14625755	14626614	14626051	0.00116414435389988
HisCl1	2217	3R	11787176	11789393	11787583	0.0004510599909788
HisRS	5017	X	18515428	18520445	18517552	0.000199322304165836
Hk	30138	X	10233347	10263485	10243873	3.31807021036565e-05
Hlc	2428	X	21385518	21387946	21387850	0.000411861614497529
Hmg-2	1405	2R	21146203	21147608	21146302	0.000711743772241993
HmgD	15269	2R	21701458	21716727	21715469	6.54921736852446e-05
HmgZ	10373	2R	21697488	21707861	21698539	9.64041260965969e-05
Hmgcr	17668	3R	23733324	23750992	23747145	5.65995019243831e-05
Hmgs	5152	2R	16336090	16341242	16339481	0.000194099378881988
Hml	13947	3L	13846054	13860001	13846209	7.17000071700007e-05
Hmr	4935	X	10590920	10595855	10595591	0.000202634245187437
Hmt-1	3602	3R	15853868	15857470	15856936	0.000277623542476402
Hmt4-20	7550	X	648483	656033	654082	0.000132450331125828
Hmu	2823	3R	27288769	27291592	27288931	0.000354233085370174
Hmx	10167	3R	17558930	17569097	17559365	9.83574309039048e-05
Hn	2713	3L	7760453	7763166	7762414	0.000368595650571323
HnRNP-K	19303	2R	20587551	20606854	20595569	5.18054188468114e-05
Hnf4	22385	2L	8687226	8709611	8704456	4.46727719454992e-05
Ho	1233	3R	11679743	11680976	11679872	0.0008110300081103
Hop	2327	2L	295122	297449	295273	0.000429737859905458
Hph	12470	3R	5257037	5269507	5257566	8.01924619085806e-05
Hpr1	2646	3R	5818794	5821440	5821331	0.000377928949357521
Hr3	33353	2R	10203995	10237348	10209891	2.99823104368423e-05
Hr38	31126	2L	20683462	20714588	20690162	3.21274818479728e-05
Hr39	22425	2L	21237250	21259675	21253671	4.45930880713489e-05
Hr4	66016	X	1941940	2007956	1993224	1.51478429471643e-05
Hr51	8059	2R	15331325	15339384	15331602	0.000124084874053853
Hr78	3475	3L	21494019	21497494	21496858	0.000287769784172662
Hr83	1269	3R	6349243	6350512	6349244	0.000788022064617809
Hr96	4116	3R	25025235	25029351	25025545	0.000242954324586978
Hrb27C	11353	2L	6920704	6932057	6923907	8.80824451686779e-05
Hrb87F	3685	3R	13656846	13660531	13660386	0.000271370420624152
Hrb98DE	5943	3R	28599834	28605777	28600519	0.00016826518593303
Hrd3	3934	3R	23754623	23758557	23757637	0.00025419420437214
Hrs	3391	2L	2739986	2743377	2741011	0.000294898260100265
Hs2st	1917	2L	19442833	19444750	19444618	0.000521648408972353
Hs3st-A	36561	2R	18718114	18754675	18745918	2.73515494652772e-05
Hs3st-B	3406	X	19248639	19252045	19249142	0.000293599530240752
Hs6st	79235	3R	19929277	20008512	20006419	1.2620685303212e-05
Hsc20	1038	3L	16233127	16234165	16233197	0.000963391136801541
Hsc70-1	3700	3L	13974061	13977761	13975971	0.00027027027027027
Hsc70-2	2629	3R	13044759	13047388	13044956	0.000380372765310004
Hsc70-3	5421	X	11801696	11807117	11805020	0.000184467810367091
Hsc70-4	3927	3R	15242687	15246614	15244361	0.000254647313470843
Hsc70-5	3594	2R	14252598	14256192	14255922	0.000278241513633834
Hsc70Cb	6667	3L	14037019	14043686	14037645	0.000149992500374981
Hsepi	3218	2R	6670154	6673372	6673040	0.000310752019888129
Hsf	4331	2R	18130303	18134634	18134079	0.00023089355806973
Hsl	4076	2R	20257650	20261726	20258194	0.000245338567222767
Hsp22	2033	3L	9372931	9374964	9374252	0.000491883915395967
Hsp23	883	3L	9381882	9382765	9381999	0.00113250283125708
Hsp26	1009	3L	9376418	9377427	9377187	0.000991080277502478
Hsp27	1631	3L	9384063	9385694	9384187	0.000613120784794605
Hsp60A	3826	X	11108482	11112308	11110042	0.000261369576581286
Hsp60B	2202	2L	728362	730564	728509	0.000454132606721163
Hsp60C	7989	2L	5662849	5670838	5668950	0.000125172111653524
Hsp60D	1959	2L	13447538	13449497	13449345	0.000510464522715671
Hsp67Ba	1732	3L	9377802	9379534	9379438	0.000577367205542725
Hsp67Bc	986	3L	9371511	9372497	9372316	0.00101419878296146
Hsp68	2230	3R	24055080	24057310	24057103	0.000448430493273543
Hsp70Aa	2381	3R	11954163	11956544	11956288	0.000419991600167997
Hsp70Ab	2374	3R	11958535	11960909	11958790	0.0004212299915754
Hsp70Ba	2323	3R	12465453	12467776	12467556	0.000430477830391735
Hsp70Bb	2346	3R	12505793	12508139	12506036	0.000426257459505541
Hsp70Bbb	2346	3R	12502510	12504856	12502753	0.000426257459505541
Hsp70Bc	2385	3R	12509076	12511461	12509319	0.000419287211740042
Hsp83	4090	3L	3192969	3197059	3194500	0.000244498777506112
Hsromega	21709	3R	21296127	21317836	-	4.6063844488461e-05
HtrA2	2663	3R	14509049	14511712	14511405	0.000375516334960571
Hug	2888	3R	12526188	12529076	12526357	0.000346260387811634
Hus1-like	3760	3R	4808336	4812096	4809258	0.000265957446808511
Hydr1	2973	2R	9132480	9135453	9133667	0.000336360578540195
Hydr2	5817	2L	3163645	3169462	3167077	0.000171909919202338
I-2	2438	3L	9834367	9836805	9836504	0.000410172272354389
I-3	812	X	20881814	20882626	20882540	0.00123152709359606
I-t	886	3R	11704030	11704916	11704074	0.00112866817155756
IA-2	39675	2L	1008378	1048053	1034175	2.52047889098929e-05
ICA69	1864	3L	21131446	21133310	21131798	0.000536480686695279
IFT52	1785	2L	6555717	6557502	6557358	0.000560224089635854
IFT57	1889	2L	3530789	3532678	3530904	0.000529380624669137
IKKbeta	3074	3R	16046347	16049421	16049319	0.000325309043591412
IKKepsilon	2934	2L	20676045	20678979	20676306	0.000340831629175187
IM1	429	2R	18383949	18384378	18384024	0.00233100233100233
IM14	286	2R	20870392	20870678	20870426	0.0034965034965035
IM18	859	2R	23600914	23601773	23601168	0.00116414435389988
IM2	428	2R	18386602	18387030	18386674	0.00233644859813084
IM23	531	2R	18382704	18383235	18383202	0.00188323917137476
IM3	839	2R	18387895	18388734	18388186	0.00119189511323004
IM33	440	2L	3696218	3696658	3696597	0.00227272727272727
IM4	825	2R	20868496	20869321	20869256	0.00121212121212121
IMPPP	1347	2R	13407011	13408358	13407044	0.000742390497401633
INPP5E	3821	3L	12277655	12281476	12278661	0.000261711593823606
IP3K1	6115	2L	9782384	9788499	9786777	0.000163532297628782
IP3K2	25670	X	13303633	13329303	13318653	3.89559797428905e-05
ITP	21540	2R	24537421	24558961	24555355	4.64252553389044e-05
Ibf1	1436	3R	9258964	9260400	9259049	0.000696378830083565
Ibf2	774	3R	9257727	9258501	9258439	0.00129198966408269
Ice1	4593	2R	23366866	23371459	23367105	0.000217722621380361
Ice2	2504	3R	21130216	21132720	21131315	0.000399361022364217
Ide	4224	3L	20371672	20375896	20375486	0.000236742424242424
Idgf1	1515	2L	16445278	16446793	16445330	0.00066006600660066
Idgf2	3178	2L	16447330	16450508	16449294	0.000314663310258024
Idgf3	4287	2L	16450907	16455194	16451191	0.000233263354327035
Idgf4	2975	X	9927973	9930948	9930471	0.000336134453781513
Idgf5	1616	2R	18393666	18395282	18393709	0.000618811881188119
Idgf6	2729	2R	16691022	16693751	16691771	0.000366434591425431
Idh	4502	3L	8356404	8360906	8358656	0.00022212350066637
